longitude,latitude,elevation,prec_annual_mm,tmax_mean_c,NDVI,Red,Green,Blue,eco_values,Temperatur,Moisture,Landcover,Landforms,Climate_Re,W_Ecosystm
-2.1,41.9,603.62,116.4417,15.0928,0.627941,81,154,34,152,Warm Temperate,Moist,Shrubland,Hills,Warm Temperate Moist,Warm Temperate Moist Shrubland on Hills
-2.1,42.0,258.04,118.8016,15.4796,0.533902,92,151,45,100,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,Warm Temperate Moist Settlement on Hills
-2.1,42.1,637.67,136.8264,14.3833,0.680842,62,151,45,148,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-2.1,42.2,1048.63,100.3164,11.2983,0.450687,39,70,101,167,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-2.1,42.3,528.0,122.9578,14.1127,0.508248,130,115,48,169,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-2.1,42.4,616.78,122.9533,12.9591,0.552825,77,180,115,190,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-2.1,42.5,1019.63,145.7528,10.9288,0.620164,37,149,27,153,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-2.1,42.6,482.98,90.816,14.0973,0.54655,57,159,41,127,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-2.1,42.7,481.91,113.0644,13.4128,0.582084,74,97,98,169,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,Cool Temperate Moist Settlement on Tablelands
-2.1,42.8,457.09,112.0725,14.9752,0.542602,90,171,92,156,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-2.1,42.9,461.32,126.9439,13.9642,0.715797,88,182,72,176,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-2.1,43.0,147.36,116.0045,16.2697,0.476603,107,193,58,166,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-2.1,43.1,444.18,123.0566,14.0024,0.63591,108,116,54,123,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-2.1,43.2,475.65,110.0032,13.9813,0.518829,67,131,22,125,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-2.1,43.3,686.01,137.3009,12.8738,0.324179,69,140,77,181,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-2.1,43.4,870.49,120.2093,12.2687,0.644665,61,175,54,140,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
-2.1,43.5,13.29,137.3494,16.8451,0.425487,98,140,63,133,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.1,43.6,80.16,145.2725,15.7217,0.759271,88,179,14,125,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,43.7,114.03,128.9409,15.4074,0.626209,112,119,26,170,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-2.1,43.8,126.79,119.027,15.6471,0.444501,113,177,66,167,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-2.1,43.9,89.98,122.7441,15.2693,0.618231,82,117,65,118,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.1,44.0,75.78,128.7603,14.7037,0.57139,81,170,50,113,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,44.1,21.11,143.5056,15.7205,0.439267,102,139,24,184,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.1,44.2,0,140.538,16.8294,0.528766,109,147,22,157,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.1,44.3,0,143.6117,16.1233,0.665012,48,125,109,127,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,44.4,62.78,128.5283,15.424,0.713382,66,151,35,164,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,44.5,4.94,165.6937,15.9063,0.488904,52,127,73,167,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.1,44.6,180.71,148.9833,14.3346,0.493618,117,194,16,120,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-2.1,44.7,71.63,126.421,15.8248,0.310874,50,161,58,128,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,44.8,0,137.6092,15.987,0.554736,79,158,15,144,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,44.9,136.92,136.8991,13.8982,0.595346,60,136,65,141,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,45.0,38.02,139.5065,15.042,0.490072,159,165,46,106,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,45.1,101.65,164.2446,13.8325,0.446224,65,181,65,155,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,45.2,40.84,131.1069,14.1553,0.608958,95,192,50,150,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,45.3,87.52,149.3435,13.9661,0.58421,55,150,55,135,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.1,45.4,81.82,150.8134,13.2337,0.747368,42,209,59,144,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,45.5,61.7,163.5528,15.3686,0.603893,111,138,75,146,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.1,45.6,0,154.9745,14.4691,0.750053,132,119,0,134,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,45.7,0,123.4835,13.8453,0.586738,113,140,41,171,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,45.8,0,144.7982,14.7227,0.636586,5,103,89,177,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.1,45.9,0,131.0207,13.8116,0.538698,80,211,52,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,46.0,0,120.4752,15.5752,0.43534,37,100,71,153,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.1,46.1,0,171.0462,14.3386,0.712853,67,157,93,163,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,46.2,57.82,119.805,14.0301,0.336265,78,100,59,123,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,46.3,9.01,142.1321,14.1398,0.575311,90,162,85,149,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,46.4,31.25,132.9362,14.5596,0.412492,129,148,16,141,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.1,46.5,76.99,156.8393,14.9872,0.433949,67,108,46,181,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,46.6,111.05,161.7434,13.4982,0.607219,31,121,47,167,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,46.7,85.13,115.6948,13.2561,0.523649,76,169,71,149,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,46.8,0,143.8309,13.5925,0.551012,77,91,72,133,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,46.9,43.66,113.2208,14.2122,0.428526,80,184,71,147,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,47.0,51.91,125.1174,13.2555,0.705909,122,106,60,132,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,47.1,85.74,154.3575,13.2756,0.573393,38,107,49,146,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,47.2,90.62,110.0896,12.948,0.688133,85,91,94,155,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,47.3,0,122.8018,13.1042,0.865856,78,95,61,149,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,47.4,14.24,108.9244,13.8106,0.821567,46,171,60,136,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,47.5,40.51,120.8877,12.5059,0.589718,117,123,45,153,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,47.6,0,154.2322,13.1083,0.617629,71,143,58,123,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,47.7,67.68,149.8307,12.6269,0.840536,71,100,41,133,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.1,47.8,87.1,158.9247,11.8046,0.518489,97,149,73,141,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,47.9,30.49,111.1611,12.8525,0.514783,54,129,70,135,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,48.0,108.97,118.6084,12.6036,0.607323,36,152,79,149,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,48.1,69.65,121.8603,13.3745,0.427243,107,131,59,172,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.1,48.2,69.81,98.3039,12.1772,0.499745,89,73,73,145,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.1,48.3,105.0,147.5736,12.1233,0.62407,68,159,57,190,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,48.4,119.75,139.1467,10.1116,0.640682,80,186,14,129,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,48.5,51.12,129.4535,12.1756,0.503054,74,138,32,176,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,48.6,180.64,123.4945,11.2768,0.545984,88,135,67,170,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-2.1,48.7,77.59,141.9201,11.3515,0.657163,52,106,22,166,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,48.8,20.78,142.4611,11.9645,0.426829,5,90,103,161,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,48.9,106.23,140.5126,11.5284,0.563657,90,156,104,138,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,49.0,0,130.8591,12.1368,0.608116,68,124,58,153,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.1,49.1,32.6,140.588,11.6935,0.44847,143,103,98,138,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,49.2,113.69,122.001,9.8491,0.514902,59,185,84,146,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,49.3,88.27,145.2521,11.0697,0.632558,69,128,41,144,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,49.4,25.61,151.6382,11.8046,0.398134,82,109,23,172,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,49.5,65.84,144.1787,10.7419,0.666258,124,155,51,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,49.6,100.07,140.9859,11.2331,0.665235,84,140,31,159,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.1,49.7,0,139.8786,11.9735,0.55799,83,129,59,149,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,49.8,137.07,138.5134,10.3263,0.585913,68,67,24,166,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,49.9,0.94,125.007,11.4884,0.565774,95,156,81,156,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.0,22.51,143.4163,11.6701,0.590545,75,189,73,179,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.1,0,125.0863,9.729,0.558131,77,124,74,146,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.1,50.2,127.85,113.0127,9.9795,0.524783,78,114,58,124,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.3,0,120.683,11.8713,0.523836,62,176,61,179,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.4,0,118.127,11.6367,0.645877,90,64,103,148,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.5,58.19,126.575,10.2464,0.784954,84,127,67,154,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.6,9.3,140.1457,10.8173,0.755574,65,102,21,154,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,50.7,102.83,119.3694,11.7528,0.602296,95,175,77,161,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.1,50.8,106.06,142.1498,8.8528,0.468839,50,112,70,161,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.1,50.9,122.94,126.0571,9.4004,0.467378,53,134,73,158,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.1,51.0,82.37,128.7795,10.5019,0.920885,118,156,71,185,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,41.5,652.64,119.2784,14.6513,0.69493,97,164,92,157,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-2.0,41.6,299.52,109.5249,16.4716,0.764066,144,164,50,173,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-2.0,41.7,1026.23,123.3455,11.7047,0.525022,50,135,83,144,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-2.0,41.8,403.61,131.9962,15.6267,0.28885,46,141,76,190,Warm Temperate,Moist,Grassland,Tablelands,Warm Temperate Moist,Warm Temperate Moist Grassland on Tablelands
-2.0,41.9,0,125.7522,18.1667,0.508742,112,168,52,155,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,42.0,912.53,113.9937,12.2165,0.501859,54,139,57,143,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-2.0,42.1,230.46,132.4563,16.0884,0.626284,65,112,20,116,Warm Temperate,Moist,Shrubland,Hills,Warm Temperate Moist,Warm Temperate Moist Shrubland on Hills
-2.0,42.2,678.28,99.5899,13.5984,0.748141,97,113,90,182,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-2.0,42.3,262.82,115.3622,15.5373,0.675049,35,78,100,148,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
-2.0,42.4,915.71,102.9722,11.6096,0.452824,89,175,71,176,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-2.0,42.5,308.54,118.4799,14.791,0.478383,181,145,46,170,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,42.6,458.67,126.4045,13.3222,0.531313,70,185,57,140,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
-2.0,42.7,788.84,139.9335,12.8822,0.641442,76,128,73,163,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,Cool Temperate Moist Settlement on Tablelands
-2.0,42.8,973.38,124.9896,10.9347,0.508222,51,114,54,162,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-2.0,42.9,554.73,132.0118,12.769,0.79431,75,152,77,129,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-2.0,43.0,414.26,133.8957,15.2045,0.519316,53,159,35,149,Warm Temperate,Moist,Shrubland,Tablelands,Warm Temperate Moist,Warm Temperate Moist Shrubland on Tablelands
-2.0,43.1,484.14,122.9539,14.1458,0.401174,73,113,67,112,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-2.0,43.2,423.25,147.2918,14.0322,0.640529,72,118,49,134,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-2.0,43.3,1042.07,112.788,11.6031,0.394233,111,125,88,135,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-2.0,43.4,743.54,117.7073,11.7056,0.469698,121,140,77,144,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-2.0,43.5,121.31,121.4014,15.8681,0.520394,106,155,91,150,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,43.6,129.14,122.5705,15.0715,0.437719,73,174,119,128,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,43.7,2.5,140.6562,16.9693,0.477913,98,138,45,152,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.0,43.8,119.17,115.0158,15.6415,0.729859,48,158,90,172,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,43.9,103.11,128.7294,15.674,0.60692,90,160,61,157,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.0,44.0,0,127.6131,15.7009,0.614062,91,123,10,141,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,44.1,153.13,142.8472,15.0933,0.35961,112,104,4,164,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,Warm Temperate Moist Forest on Hills
-2.0,44.2,130.31,133.049,15.2552,0.461886,111,121,51,156,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-2.0,44.3,40.6,115.4072,15.6533,0.454337,120,147,93,126,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-2.0,44.4,40.55,115.7783,16.0891,0.485677,117,156,23,127,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.0,44.5,73.22,122.7845,14.9735,0.910601,66,135,42,170,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,44.6,102.29,138.7723,14.9424,0.571298,80,110,57,134,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,44.7,60.0,120.0408,15.0661,0.704386,117,128,41,112,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.0,44.8,98.02,150.1105,14.0262,0.5992,63,147,50,139,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,44.9,131.98,141.2616,13.7779,0.249447,57,169,78,148,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,45.0,28.16,139.4312,15.9734,0.558609,76,148,98,168,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-2.0,45.1,2.34,116.8495,15.2084,0.594052,31,194,59,143,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-2.0,45.2,35.45,120.359,13.2468,0.373052,90,173,65,139,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,45.3,13.41,146.1167,15.5274,0.418005,88,117,51,144,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-2.0,45.4,53.76,132.3916,14.2555,0.530984,50,102,40,169,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,45.5,81.63,95.0225,14.7607,0.583538,94,196,28,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,45.6,0,138.8587,15.2719,0.854762,90,133,103,170,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-2.0,45.7,113.13,144.2426,14.2966,0.71835,122,103,79,126,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,45.8,0,145.4976,14.0919,0.568364,89,153,62,136,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,45.9,111.58,132.191,14.2867,0.540633,90,154,18,156,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,46.0,157.01,129.7154,13.6626,0.423496,107,85,57,122,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-2.0,46.1,13.82,145.7737,13.6796,0.228015,39,117,104,165,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,46.2,0,124.9855,14.2498,0.523342,105,85,28,142,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,46.3,49.56,147.6513,13.3053,0.614245,62,176,45,143,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,46.4,151.37,122.1497,13.1057,0.497894,89,121,62,173,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
-2.0,46.5,0,152.0726,13.8438,0.504052,66,150,33,133,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,46.6,113.77,127.1034,13.703,0.525187,108,100,21,139,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,46.7,93.77,133.5025,13.8118,0.408378,46,168,67,126,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,46.8,55.57,130.279,13.3203,0.537392,41,167,84,128,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,46.9,126.24,133.713,13.1162,0.754782,65,131,15,136,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,47.0,35.36,114.432,14.1611,0.350667,58,105,57,151,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.0,47.1,24.67,121.3169,13.8499,0.67669,48,158,62,135,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,47.2,1.58,147.251,14.0814,0.561544,81,153,86,181,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,47.3,93.35,113.7593,13.0629,0.416055,83,107,84,139,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-2.0,47.4,106.95,104.482,12.9548,0.40121,84,163,73,135,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,47.5,1.78,140.1368,13.6301,0.860212,70,163,56,150,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.0,47.6,77.6,132.3704,12.8269,0.721615,75,148,3,185,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-2.0,47.7,5.03,140.8769,13.7533,0.361577,40,110,41,139,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,47.8,0,135.8252,12.5408,0.502637,63,120,68,134,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,47.9,3.23,149.3606,12.8303,0.526752,62,204,111,147,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-2.0,48.0,40.34,128.6613,12.0363,0.573966,15,169,43,135,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-2.0,48.1,0,139.527,12.7264,0.467398,106,130,61,138,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-2.0,48.2,7.08,131.7784,11.9531,0.692371,130,127,66,155,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
