"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id","tmax_mean_c","prec_annual_mm","tas_cur_november_c","tas_fut_november_c","delta_tas_november_c","lc_value_2020","lc_value_2024","urban_2020","urban_2024","prop_forest_2020","prop_forest_2024","delta_forest"
102,"Barbastella barbastellus",49.106035,5.244584,2025-05-26,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",279,205,14.6884615384616,75.4615384615385,5.45000000000005,6.55000000000001,1.09999999999997,12,12,0,0,0,0,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,206,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",47.97697,4.40735,2022-02-19,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",308,207,15.2115384615385,68.2307692307692,6.05000000000001,7.15000000000003,1.10000000000002,8,8,0,0,0.5625,0.5625,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,208,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,209,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",49.1372899408,6.2859288501,2025-09-21,"inat","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",247,210,14.9346153846154,67.6923076923077,5.45000000000005,6.65000000000003,1.19999999999999,12,12,0,0,0,0,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,211,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,212,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",48.2544,3.47156,2022-05-18,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",175,213,15.85,60.5384615384615,6.55000000000001,7.65000000000003,1.10000000000002,12,12,0,0,0,0,0
102,"Rhinolophus ferrumequinum",48.5177672096,5.0653426594,2021-11-01,"inat","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",261,214,15.173076923077,74.7692307692308,6.05000000000001,7.15000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",47.97849,4.27335,2022-02-19,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",292,215,15.2884615384616,64.5384615384615,6.15000000000003,7.25000000000006,1.10000000000002,12,12,0,0,0,0,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-13,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,216,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",49.2234,5.26502,2022-01-09,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",260,217,15.1038461538462,68.3076923076923,5.75000000000006,6.85000000000002,1.09999999999997,12,12,0,0,0.333333333333333,0.333333333333333,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-15,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,218,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",49.77947,1.95937,2022-07-27,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",139,219,14.7346153846154,66.6153846153846,6.85000000000002,7.75000000000006,0.900000000000034,12,12,0,0,0,0,0
102,"Rhinolophus ferrumequinum",49.2234,5.26502,2022-01-08,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",260,220,15.1038461538462,68.3076923076923,5.75000000000006,6.85000000000002,1.09999999999997,12,12,0,0,0.333333333333333,0.333333333333333,0
102,"Barbastella barbastellus",49.13729,6.285929,2025-09-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",247,221,14.9346153846154,67.6923076923077,5.45000000000005,6.65000000000003,1.19999999999999,12,12,0,0,0,0,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,222,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,223,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,224,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",48.58876,5.50887,2022-01-26,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",369,225,14.2192307692308,75.3846153846154,5.25000000000006,6.35000000000002,1.09999999999997,12,12,0,0,0.4,0.4,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,226,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,227,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,228,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",47.97697,4.40735,2022-02-19,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",308,229,15.2115384615385,68.2307692307692,6.05000000000001,7.15000000000003,1.10000000000002,8,8,0,0,0.5625,0.5625,0
102,"Barbastella barbastellus",47.5760923581,4.4511876514,2026-05-30,"inat","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",385,230,15.0115384615385,66.4615384615385,5.85000000000002,6.95000000000005,1.10000000000002,12,12,0,0,0.0714285714285714,0.0714285714285714,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-22,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,231,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",47.97697,4.40735,2022-02-19,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",308,232,15.2115384615385,68.2307692307692,6.05000000000001,7.15000000000003,1.10000000000002,8,8,0,0,0.5625,0.5625,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,233,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",48.47432,-3.28498,2022-09-16,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",262,234,14.1192307692308,96.2307692307692,7.85000000000002,8.45000000000005,0.600000000000023,14,14,0,0,0.0714285714285714,0.0714285714285714,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,235,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,236,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,237,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-15,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,238,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,239,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,240,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Rhinolophus ferrumequinum",43.8523471073,3.3144136254,2026-03-18,"inat","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",747,241,14.6576923076923,54.8461538461538,6.45000000000005,7.65000000000003,1.19999999999999,12,12,0,0,0.266666666666667,0.2,-0.0666666666666667
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-23,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,242,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,243,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-22,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,244,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-21,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,245,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-28,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,246,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
102,"Barbastella barbastellus",48.50424,5.23396,2022-03-13,"gbif","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",350,247,14.473076923077,80.3076923076923,5.55000000000001,6.65000000000003,1.10000000000002,12,12,0,0,0.285714285714286,0.285714285714286,0
103,"Rhinolophus ferrumequinum",45.79672,5.51076,2022-02-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",619,248,14.8346153846154,127.461538461538,5.35000000000002,6.65000000000003,1.30000000000001,9,9,0,0,1,1,0
103,"Rhinolophus ferrumequinum",47.318046,4.875493,2024-03-23,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",310,249,15.4807692307693,60.8461538461538,5.85000000000002,7.05000000000001,1.19999999999999,12,12,0,0,0.142857142857143,0.214285714285714,0.0714285714285714
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-10-12,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,250,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",43.718089,6.340222,2026-01-11,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1107,251,13.5192307692308,76.3846153846154,4.75000000000006,6.15000000000003,1.39999999999998,9,9,0,0,0.642857142857143,0.714285714285714,0.0714285714285714
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-04-07,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,252,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",43.7180891909,6.3402218686,2026-01-11,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1107,253,13.5192307692308,76.3846153846154,4.75000000000006,6.15000000000003,1.39999999999998,9,9,0,0,0.642857142857143,0.714285714285714,0.0714285714285714
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-10-12,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,254,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Barbastella barbastellus",45.1943,3.06367,2023-08-31,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,255,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-11-18,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,256,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",47.377686,3.784421,2024-10-28,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",215,257,16.1269230769231,66.6153846153846,6.65000000000003,7.75000000000006,1.10000000000002,9,9,0,0,0.642857142857143,0.5,-0.142857142857143
103,"Barbastella barbastellus",44.9192113046,3.6415155644,2025-09-08,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",933,258,13.1961538461539,57.2307692307692,4.45000000000005,5.55000000000001,1.09999999999997,9,9,0,0,1,0.933333333333333,-0.0666666666666667
103,"Rhinolophus ferrumequinum",45.3703,2.04186,2022-06-20,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",598,259,14.5653846153846,107.846153846154,5.95000000000005,6.95000000000005,1,8,8,0,0,1,1,0
103,"Rhinolophus ferrumequinum",43.7316162769,6.2707386785,2026-01-11,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",918,260,14.9269230769231,78.9230769230769,5.85000000000002,7.25000000000006,1.40000000000003,10,10,0,0,0.0714285714285714,0.214285714285714,0.142857142857143
103,"Rhinolophus ferrumequinum",46.6419393395,5.5586027159,2023-10-03,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",298,261,16.1269230769231,94.7692307692308,6.65000000000003,7.85000000000002,1.19999999999999,9,9,0,0,1,0.933333333333333,-0.0666666666666667
103,"Rhinolophus ferrumequinum",45.79672,5.51076,2022-02-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",619,262,14.8346153846154,127.461538461538,5.35000000000002,6.65000000000003,1.30000000000001,9,9,0,0,1,1,0
103,"Rhinolophus ferrumequinum",45.79672,5.51076,2022-02-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",619,263,14.8346153846154,127.461538461538,5.35000000000002,6.65000000000003,1.30000000000001,9,9,0,0,1,1,0
103,"Rhinolophus ferrumequinum",46.641939,5.558603,2023-10-03,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",298,264,16.1269230769231,94.7692307692308,6.65000000000003,7.85000000000002,1.19999999999999,9,9,0,0,1,0.933333333333333,-0.0666666666666667
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-10-12,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,265,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Barbastella barbastellus",45.79672,5.51076,2022-02-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",619,266,14.8346153846154,127.461538461538,5.35000000000002,6.65000000000003,1.30000000000001,9,9,0,0,1,1,0
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-03-21,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,267,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-10-12,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,268,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-11-18,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,269,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-04-06,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,270,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-10-12,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,271,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",44.202214,3.448033,2023-04-06,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",924,272,13.0269230769231,58.4615384615385,4.65000000000003,5.85000000000002,1.19999999999999,10,10,0,0,0.2,0.333333333333333,0.133333333333333
103,"Barbastella barbastellus",44.272179,3.375694,2026-01-31,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1047,273,12.5346153846154,61.8461538461538,4.15000000000003,5.25000000000006,1.10000000000002,8,8,0,0,0.928571428571429,1,0.0714285714285714
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-11-18,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,274,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Barbastella barbastellus",45.79672,5.51076,2022-02-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",619,275,14.8346153846154,127.461538461538,5.35000000000002,6.65000000000003,1.30000000000001,9,9,0,0,1,1,0
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-04-06,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,276,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Barbastella barbastellus",44.2721789638,3.3756943334,2026-01-31,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",1047,277,12.5346153846154,61.8461538461538,4.15000000000003,5.25000000000006,1.10000000000002,8,8,0,0,0.928571428571429,1,0.0714285714285714
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-10-07,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,278,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",43.731616,6.270739,2026-01-11,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",918,279,14.9269230769231,78.9230769230769,5.85000000000002,7.25000000000006,1.40000000000003,10,10,0,0,0.0714285714285714,0.214285714285714,0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-07-21,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,280,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-09-05,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,281,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2022-11-18,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,282,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
103,"Rhinolophus ferrumequinum",45.1943,3.06367,2023-04-06,"gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",921,283,12.5884615384616,71.3846153846154,3.85000000000002,4.95000000000005,1.10000000000002,9,9,0,0,0.928571428571429,0.785714285714286,-0.142857142857143
